"","Site_code","Month","Year","ppt_pA","tmin_pA","tmax_pA","tavg_pA","vpdmin_pA","vpdmax_pA","Month","ppt_pM","tmin_pM","tmax_pM","tavg_pM","vpdmin_pM","vpdmax_pM","ppt_cA","tmin_cA","tmax_cA","tavg_cA","cmd_cA","ppt_cM","tmin_cM","tmax_cM","tavg_cM","cmd_cM"
"118","DC 1",10,2012,2282.2800293,7.5230002,19.5300007,13.526001,4.8310003,19.5950012,10,107.7350006,8.7410002,21.5550003,15.1480007,5.0250001,20.5949993,2258,3.9,23.9,13.3,694,108,7.6,21.9,14.7,0
"119","DC 1",11,2012,2282.2800293,7.5230002,19.5300007,13.526001,4.8310003,19.5950012,11,368.3989868,5.5009999,14.3009996,9.9000006,2.5580001,10.2030001,2258,3.9,23.9,13.3,694,361,4.4,14.9,9.7,0
"120","DC 1",12,2012,2282.2800293,7.5230002,19.5300007,13.526001,4.8310003,19.5950012,12,598.302063,0.9,7.619,4.2590003,0.911,4.9029999,2258,3.9,23.9,13.3,694,488,-0.2,8,3.9,0
"121","DC 1",1,2013,522.0140381,7.3750005,20.0560017,13.7150011,4.8670001,19.3440018,1,39.8989983,7.3750005,20.0560017,13.7150011,4.8670001,19.3440018,576,4.8,23.9,13.5,681,63,-1,10.7,4.8,0
"122","DC 1",2,2013,522.0140381,7.3750005,20.0560017,13.7150011,4.8670001,19.3440018,2,29.4179993,0.345,12.1850004,6.2640004,2.3139999,10.4750004,576,4.8,23.9,13.5,681,65,-0.4,12.7,6.1,0
"123","DC 1",3,2013,522.0140381,7.3750005,20.0560017,13.7150011,4.8670001,19.3440018,3,119.9729996,4.046,15.5609999,9.8030005,2.3559999,12.3500004,576,4.8,23.9,13.5,681,120,3.6,16.6,10.1,0
"124","DC 1",4,2013,522.0140381,7.3750005,20.0560017,13.7150011,4.8670001,19.3440018,4,56.0079994,6.0669999,19.1550007,12.6100006,3.9200001,17.4559994,576,4.8,23.9,13.5,681,77,5.4,19.9,12.7,29
"125","DC 1",5,2013,522.0140381,7.3750005,20.0560017,13.7150011,4.8670001,19.3440018,5,36.0429993,9.2819996,21.6660004,15.4730005,4.6729999,19.8099995,576,4.8,23.9,13.5,681,44,7.9,22.4,15.2,91
"126","DC 1",6,2013,522.0140381,7.3750005,20.0560017,13.7150011,4.8670001,19.3440018,6,69.6910019,12.5719995,26.5499992,19.5600014,4.8860002,26.0249996,576,4.8,23.9,13.5,681,46,11.9,27.7,19.8,117
"127","DC 1",7,2013,522.0140381,7.3750005,20.0560017,13.7150011,4.8670001,19.3440018,7,0,17.1730003,31.5879993,24.3800011,12.0010004,36.7809982,576,4.8,23.9,13.5,681,1,15.5,32.2,23.9,187
"128","DC 1",8,2013,522.0140381,7.3750005,20.0560017,13.7150011,4.8670001,19.3440018,8,0,14.3879995,29.0510006,21.7190018,8.0889997,32.3110008,576,4.8,23.9,13.5,681,3,13.3,29.7,21.5,155
"129","DC 1",9,2013,522.0140381,7.3750005,20.0560017,13.7150011,4.8670001,19.3440018,9,56.3600006,11.7480001,24.8959999,18.3220005,5.6919999,23.9020004,576,4.8,23.9,13.5,681,60,10.7,25.6,18.1,49
"130","DC 1",10,2013,522.0140381,7.3750005,20.0560017,13.7150011,4.8670001,19.3440018,10,20.1229992,7.552,20.698,14.125001,5.3390002,19.7320004,576,4.8,23.9,13.5,681,24,5.6,21.2,13.4,52
"131","DC 1",11,2013,522.0140381,7.3750005,20.0560017,13.7150011,4.8670001,19.3440018,11,50.3050003,6.0549998,15.7069998,10.8800001,4.0929999,12.7019997,576,4.8,23.9,13.5,681,43,3.8,16.8,10.3,1
"132","DC 1",12,2013,522.0140381,7.3750005,20.0560017,13.7150011,4.8670001,19.3440018,12,44.1949997,-0.141,12.3380003,6.0980005,3.1860001,11.2010002,576,4.8,23.9,13.5,681,30,-0.8,12.4,5.8,3
"133","DC 1",1,2014,1616.8790283,9.1310005,20.2730007,14.7020006,5.1830001,19.2440014,1,54.4620018,9.1310005,20.2730007,14.7020006,5.1830001,19.2440014,1712,6.1,24.3,14.3,674,62,3.3,16.1,9.7,0
"134","DC 1",2,2014,1616.8790283,9.1310005,20.2730007,14.7020006,5.1830001,19.2440014,2,420.9179993,2.8640001,11.1859999,7.0240002,1.161,7.493,1712,6.1,24.3,14.3,674,415,2.6,12.3,7.5,0
"135","DC 1",3,2014,1616.8790283,9.1310005,20.2730007,14.7020006,5.1830001,19.2440014,3,283.3160095,4.5879998,14.3909998,9.4890003,2.4059999,10.7980003,1712,6.1,24.3,14.3,674,272,3.8,15.3,9.6,0
"136","DC 1",4,2014,1616.8790283,9.1310005,20.2730007,14.7020006,5.1830001,19.2440014,4,111.586998,5.4070001,17.7490005,11.578001,2.7079999,14.7559996,1712,6.1,24.3,14.3,674,127,4.7,19,11.9,0
"137","DC 1",5,2014,1616.8790283,9.1310005,20.2730007,14.7020006,5.1830001,19.2440014,5,28.0720005,9.5719995,22.3390007,15.9550009,5.0650001,21.1690006,1712,6.1,24.3,14.3,674,39,8,23.2,15.6,102
"138","DC 1",6,2014,1616.8790283,9.1310005,20.2730007,14.7020006,5.1830001,19.2440014,6,0,13.9119997,27.2390003,20.5750008,8.7939997,29.5639992,1712,6.1,24.3,14.3,674,3,11.4,28.3,19.9,166
"139","DC 1",7,2014,1616.8790283,9.1310005,20.2730007,14.7020006,5.1830001,19.2440014,7,0.791,18.2420006,31.5289993,24.8850002,10.7869997,36.3740005,1712,6.1,24.3,14.3,674,3,16.2,32.5,24.3,185
"140","DC 1",8,2014,1616.8790283,9.1310005,20.2730007,14.7020006,5.1830001,19.2440014,8,9.118,17.0219994,29.2479992,23.1340008,9.599,31.698,1712,6.1,24.3,14.3,674,15,14.5,29.7,22.1,139
"141","DC 1",9,2014,1616.8790283,9.1310005,20.2730007,14.7020006,5.1830001,19.2440014,9,33.7529984,13.3260002,27.2639999,20.2950001,7.217,28.9820004,1712,6.1,24.3,14.3,674,46,12.2,28.1,20.1,73
"142","DC 1",10,2014,1616.8790283,9.1310005,20.2730007,14.7020006,5.1830001,19.2440014,10,65.0650024,10.7790003,22.4950008,16.637001,6.145,21.1490002,1712,6.1,24.3,14.3,674,72,8.4,23,15.7,6
"143","DC 1",11,2014,1616.8790283,9.1310005,20.2730007,14.7020006,5.1830001,19.2440014,11,169.0939941,5.5929999,14.7049999,10.1480007,2.4360001,10.2700005,1712,6.1,24.3,14.3,674,193,4,15.4,9.7,0
"144","DC 1",12,2014,1616.8790283,9.1310005,20.2730007,14.7020006,5.1830001,19.2440014,12,440.7030029,3.1789999,8.9329996,6.0550003,0.568,4.164,1712,6.1,24.3,14.3,674,463,2.4,9.7,6.1,0
"145","DC 1",1,2015,973.3650513,8.6830006,20.4400005,14.5610008,4.9890003,19.3950005,1,1.6849999,8.6830006,20.4400005,14.5610008,4.9890003,19.3950005,999,3.7,22.4,14.2,817,0,3.3,14.9,9.1,39
"146","DC 1",2,2015,973.3650513,8.6830006,20.4400005,14.5610008,4.9890003,19.3950005,2,202.3289948,5.4289999,16.1949997,10.8110008,2.6370001,12.309,999,3.7,22.4,14.2,817,206,4.6,16.3,10.4,0
"147","DC 1",3,2015,973.3650513,8.6830006,20.4400005,14.5610008,4.9890003,19.3950005,3,31.0410004,5.5349998,18.198,11.8660002,2.763,14.5979996,999,3.7,22.4,14.2,817,24,5.3,19,12.1,60
"148","DC 1",4,2015,973.3650513,8.6830006,20.4400005,14.5610008,4.9890003,19.3950005,4,103.4290009,4.9489999,17.6369991,11.2920008,2.733,14.533,999,3.7,22.4,14.2,817,124,4.3,18.6,11.5,0
"149","DC 1",5,2015,973.3650513,8.6830006,20.4400005,14.5610008,4.9890003,19.3950005,5,32.0289993,8.1450005,20.0349998,14.0900011,2.839,15.6899996,999,3.7,22.4,14.2,817,20,7.3,21,14.1,108
"150","DC 1",6,2015,973.3650513,8.6830006,20.4400005,14.5610008,4.9890003,19.3950005,6,12.9709997,14.7690001,28.8150005,21.7920017,9.3559999,31.493,999,3.7,22.4,14.2,817,20,13.4,29.8,21.6,155
"151","DC 1",7,2015,973.3650513,8.6830006,20.4400005,14.5610008,4.9890003,19.3950005,7,0.666,16.5459995,29.4699993,23.0070019,8.5290003,31.4360008,999,3.7,22.4,14.2,817,7,14.7,29.8,22.2,165
"152","DC 1",8,2015,973.3650513,8.6830006,20.4400005,14.5610008,4.9890003,19.3950005,8,2.4560001,16.5310001,30.1009998,23.3150005,10.191,35.1010017,999,3.7,22.4,14.2,817,2,13.9,30.9,22.4,162
"153","DC 1",9,2015,973.3650513,8.6830006,20.4400005,14.5610008,4.9890003,19.3950005,9,2.4200001,14.2139997,27.7560005,20.9840012,9.8970003,32.0579987,999,3.7,22.4,14.2,817,11,12.3,28.4,20.4,109
"154","DC 1",10,2015,973.3650513,8.6830006,20.4400005,14.5610008,4.9890003,19.3950005,10,37.6479988,11.5220003,22.9960003,17.2590008,5.3179998,20.6809998,999,3.7,22.4,14.2,817,61,9.5,23.8,16.6,19
"155","DC 1",11,2015,973.3650513,8.6830006,20.4400005,14.5610008,4.9890003,19.3950005,11,145.0460052,2.447,11.9969997,7.2210002,1.9299999,8.7089996,999,3.7,22.4,14.2,817,182,0.8,12.4,6.6,0
"156","DC 1",12,2015,973.3650513,8.6830006,20.4400005,14.5610008,4.9890003,19.3950005,12,401.6459961,-0.532,7.0770001,3.2720001,0.582,4.2690001,999,3.7,22.4,14.2,817,342,-0.5,7.9,3.7,0
"157","DC 1",1,2016,2174.4001465,7.8130002,19.4350014,13.6230011,4.6480002,18.2830009,1,490.302002,7.8130002,19.4350014,13.6230011,4.6480002,18.2830009,2094,5,22.8,13.5,707,418,1.3,9.2,5.2,0
"158","DC 1",2,2016,2174.4001465,7.8130002,19.4350014,13.6230011,4.6480002,18.2830009,2,64.4960022,3.342,15.5159998,9.4290009,2.802,13.1020002,2094,5,22.8,13.5,707,113,3.2,15.8,9.5,0
"159","DC 1",3,2016,2174.4001465,7.8130002,19.4350014,13.6230011,4.6480002,18.2830009,3,497.0450134,3.145,13.1339998,8.1380005,0.949,8.3360004,2094,5,22.8,13.5,707,478,3.4,13.9,8.7,0
"160","DC 1",4,2016,2174.4001465,7.8130002,19.4350014,13.6230011,4.6480002,18.2830009,4,87.3079987,6.2740002,18.2539997,12.2630005,2.5090001,14.1820002,2094,5,22.8,13.5,707,120,5.6,19,12.3,0
"161","DC 1",5,2016,2174.4001465,7.8130002,19.4350014,13.6230011,4.6480002,18.2830009,5,60.8639984,8.7600002,20.1560001,14.4580011,3.1429999,15.7700005,2094,5,22.8,13.5,707,57,7.9,21.4,14.6,71
"162","DC 1",6,2016,2174.4001465,7.8130002,19.4350014,13.6230011,4.6480002,18.2830009,6,3.6489999,14.2469997,27.4330006,20.8390007,8.3389997,29.5709991,2094,5,22.8,13.5,707,4,12,28.5,20.3,166
"163","DC 1",7,2016,2174.4001465,7.8130002,19.4350014,13.6230011,4.6480002,18.2830009,7,0,14.96,30.3570004,22.6580009,11.6029997,36.598999,2094,5,22.8,13.5,707,1,14,31.1,22.5,183
"164","DC 1",8,2016,2174.4001465,7.8130002,19.4350014,13.6230011,4.6480002,18.2830009,8,0,15.8970003,30.8129997,23.3550014,12.3409996,37.2869987,2094,5,22.8,13.5,707,1,13.9,31.6,22.8,168
"165","DC 1",9,2016,2174.4001465,7.8130002,19.4350014,13.6230011,4.6480002,18.2830009,9,0.795,12.2209997,27.2670002,19.743,7.6599998,29.9729996,2094,5,22.8,13.5,707,1,11,27.8,19.4,119
"166","DC 1",10,2016,2174.4001465,7.8130002,19.4350014,13.6230011,4.6480002,18.2830009,10,383.4599915,7.776,17.8999996,12.8380003,2.6719999,13.4049997,2094,5,22.8,13.5,707,354,7.1,18.5,12.8,0
"167","DC 1",11,2016,2174.4001465,7.8130002,19.4350014,13.6230011,4.6480002,18.2830009,11,202.9019928,4.9819999,14.2040005,9.592,1.892,9.8540001,2094,5,22.8,13.5,707,186,3.9,14.9,9.4,0
"168","DC 1",12,2016,2174.4001465,7.8130002,19.4350014,13.6230011,4.6480002,18.2830009,12,383.5799866,0.777,9.5010004,5.1390004,1.3150001,6.402,2094,5,22.8,13.5,707,360,0.2,9.8,5,0
"169","DC 1",1,2021,1463.4440918,8.4099998,20.2427998,14.3262997,4.9991999,20.7573986,1,187.8934937,8.4099998,20.2427998,14.3262997,4.9991999,20.7573986,1561,4.6,25,13.9,855,221,1.1,11,6,0
"170","DC 1",2,2021,1463.4440918,8.4099998,20.2427998,14.3262997,4.9991999,20.7573986,2,127.848999,1.2487,10.7854996,6.0169997,1.4283,8.0809994,1561,4.6,25,13.9,855,139,0.4,12,6.2,0
"171","DC 1",3,2021,1463.4440918,8.4099998,20.2427998,14.3262997,4.9991999,20.7573986,3,122.789299,1.0302,12.1040993,6.5671,1.4329,9.7382002,1561,4.6,25,13.9,855,164,0.6,13.4,7,0
"172","DC 1",4,2021,1463.4440918,8.4099998,20.2427998,14.3262997,4.9991999,20.7573986,4,12.5155993,5.342,19.6127987,12.4772997,3.5116999,17.5697002,1561,4.6,25,13.9,855,36,4.7,20.2,12.5,73
"173","DC 1",5,2021,1463.4440918,8.4099998,20.2427998,14.3262997,4.9991999,20.7573986,5,5.2167001,9.7234993,23.4862995,16.6047993,4.6651001,22.8795986,1561,4.6,25,13.9,855,5,8,24.1,16,142
"174","DC 1",6,2021,1463.4440918,8.4099998,20.2427998,14.3262997,4.9991999,20.7573986,6,0.9994,15.2790995,29.8403988,22.5597,8.1688995,35.1002998,1561,4.6,25,13.9,855,3,13.1,30.2,21.6,175
"175","DC 1",7,2021,1463.4440918,8.4099998,20.2427998,14.3262997,4.9991999,20.7573986,7,0,18.6353989,33.487999,26.0615997,12.9177999,43.6819,1561,4.6,25,13.9,855,1,16.6,33.4,25,193
"176","DC 1",8,2021,1463.4440918,8.4099998,20.2427998,14.3262997,4.9991999,20.7573986,8,0,17.5858994,31.7354984,24.6605988,11.3495998,39.0172005,1561,4.6,25,13.9,855,1,14.9,31.9,23.4,167
"177","DC 1",9,2021,1463.4440918,8.4099998,20.2427998,14.3262997,4.9991999,20.7573986,9,26.2768002,14.5929995,29.218399,21.9055996,8.1112995,34.5239983,1561,4.6,25,13.9,855,22,12.5,29.6,21,105
"178","DC 1",10,2021,1463.4440918,8.4099998,20.2427998,14.3262997,4.9991999,20.7573986,10,399.0994873,7.3312998,17.6057987,12.4685001,3.0019,13.4045,1561,4.6,25,13.9,855,362,5.9,18.5,12.2,0
"179","DC 1",11,2021,1463.4440918,8.4099998,20.2427998,14.3262997,4.9991999,20.7573986,11,77.9721985,6.5569,16.0074005,11.2820997,2.273,11.1698999,1561,4.6,25,13.9,855,90,4.9,16.6,10.8,0
"180","DC 1",12,2021,1463.4440918,8.4099998,20.2427998,14.3262997,4.9991999,20.7573986,12,502.8321838,1.6215999,8.8483,5.2349,1.4532995,6.0734997,1561,4.6,25,13.9,855,518,0.4,8.8,4.6,0
"181","DC 1",1,2022,1077.1539307,8.4931002,20.289299,14.3910999,5.5030999,20.2332001,1,43.6767006,8.4931002,20.289299,14.3910999,5.5030999,20.2332001,1226,4.2,24.2,13.8,778,20,1.4,13.4,7.4,17
"182","DC 1",2,2022,1077.1539307,8.4931002,20.289299,14.3910999,5.5030999,20.2332001,2,14.0880995,2.4173999,14.5113993,8.4643002,3.6943998,13.2156992,1226,4.2,24.2,13.8,778,12,0.9,14.7,7.8,37
"183","DC 1",3,2022,1077.1539307,8.4931002,20.289299,14.3910999,5.5030999,20.2332001,3,37.868,3.7486,15.5878,9.6681995,1.9486001,11.9226999,1226,4.2,24.2,13.8,778,77,3.2,16.7,9.9,0
"184","DC 1",4,2022,1077.1539307,8.4931002,20.289299,14.3910999,5.5030999,20.2332001,4,199.8755951,4.6348,16.0818005,10.3583002,2.2424002,13.1876993,1226,4.2,24.2,13.8,778,220,3.5,16.9,10.2,0
"185","DC 1",5,2022,1077.1539307,8.4931002,20.289299,14.3910999,5.5030999,20.2332001,5,9.4123993,7.8343997,20.612999,14.2235994,4.3298006,18.924799,1226,4.2,24.2,13.8,778,30,6.4,21.7,14,104
"186","DC 1",6,2022,1077.1539307,8.4931002,20.289299,14.3910999,5.5030999,20.2332001,6,33.5566978,13.2142992,26.3822994,19.7981987,7.4660997,27.3514996,1226,4.2,24.2,13.8,778,40,11.7,27.2,19.5,120
"187","DC 1",7,2022,1077.1539307,8.4931002,20.289299,14.3910999,5.5030999,20.2332001,7,0,16.4025993,31.0241985,23.7132988,11.0163994,36.0303001,1226,4.2,24.2,13.8,778,1,15,31.6,23.3,184
"188","DC 1",8,2022,1077.1539307,8.4931002,20.289299,14.3910999,5.5030999,20.2332001,8,1.3166,18.177,32.0062981,25.0915985,11.1097994,38.0358009,1226,4.2,24.2,13.8,778,5,15.7,32.7,24.2,167
"189","DC 1",9,2022,1077.1539307,8.4931002,20.289299,14.3910999,5.5030999,20.2332001,9,42.1203003,15.8224993,28.8687992,22.3456001,9.7959003,33.5615997,1226,4.2,24.2,13.8,778,56,13.7,29.2,21.5,65
"190","DC 1",10,2022,1077.1539307,8.4931002,20.289299,14.3910999,5.5030999,20.2332001,10,0,12.0862999,24.9384003,18.5122986,8.0031996,25.9524002,1226,4.2,24.2,13.8,778,1,9.2,24.9,17,84
"191","DC 1",11,2022,1077.1539307,8.4931002,20.289299,14.3910999,5.5030999,20.2332001,11,135.9100952,2.9942,11.6071997,7.3006001,2.8885999,9.0476999,1226,4.2,24.2,13.8,778,192,0.3,12.2,6.3,0
"192","DC 1",12,2022,1077.1539307,8.4931002,20.289299,14.3910999,5.5030999,20.2332001,12,559.3294678,1.7613,8.6403999,5.2007999,0.9361,4.9682999,1226,4.2,24.2,13.8,778,573,-0.2,8.5,4.2,0
"193","DC 2",1,2003,1414.2770996,7.3890004,19.8310013,13.6090002,3.2540002,17.3630009,1,120.1320038,7.3890004,19.8310013,13.6090002,3.2540002,17.3630009,1311,6.4,25.7,14.6,798,130,4.5,15.6,10.1,0
"194","DC 2",2,2003,1414.2770996,7.3890004,19.8310013,13.6090002,3.2540002,17.3630009,2,94.2389984,0.852,12.6140003,6.7320004,0.993,8.1300001,1311,6.4,25.7,14.6,798,98,0.9,13.7,7.3,0
"195","DC 2",3,2003,1414.2770996,7.3890004,19.8310013,13.6090002,3.2540002,17.3630009,3,160.5119934,2.3699999,14.8900003,8.6290007,0.884,9.5439997,1311,6.4,25.7,14.6,798,161,3.4,16.8,10.1,0
"196","DC 2",4,2003,1414.2770996,7.3890004,19.8310013,13.6090002,3.2540002,17.3630009,4,298.4890137,2.0929999,11.6700001,6.8810005,0.51,6.421,1311,6.4,25.7,14.6,798,264,2.4,13.4,7.9,0
"197","DC 2",5,2003,1414.2770996,7.3890004,19.8310013,13.6090002,3.2540002,17.3630009,5,70.6610031,7.5339999,20.7059994,14.1190004,2.448,16.3850002,1311,6.4,25.7,14.6,798,65,7.7,22.7,15.2,73
"198","DC 2",6,2003,1414.2770996,7.3890004,19.8310013,13.6090002,3.2540002,17.3630009,6,0,13.0670004,27.8990002,20.4830017,4.1900001,25.6889992,1311,6.4,25.7,14.6,798,2,12.4,29.7,21.1,175
"199","DC 2",7,2003,1414.2770996,7.3890004,19.8310013,13.6090002,3.2540002,17.3630009,7,0,16.5100002,32.5960007,24.5530014,8.5469999,37.2280006,1311,6.4,25.7,14.6,798,1,16.8,34.7,25.7,201
"200","DC 2",8,2003,1414.2770996,7.3890004,19.8310013,13.6090002,3.2540002,17.3630009,8,45.6910019,14.2340002,28.8439999,21.5390015,4.9959998,27.927,1311,6.4,25.7,14.6,798,26,14.5,30.9,22.7,137
"201","DC 2",9,2003,1414.2770996,7.3890004,19.8310013,13.6090002,3.2540002,17.3630009,9,4.7459998,14.0310001,29.6159992,21.8230019,7.8530002,33.1949997,1311,6.4,25.7,14.6,798,4,13.7,31.5,22.6,130
"202","DC 2",10,2003,1414.2770996,7.3890004,19.8310013,13.6090002,3.2540002,17.3630009,10,6.402,10.4569998,25.7329998,18.0940018,6.3740001,25.8349991,1311,6.4,25.7,14.6,798,12,9.6,27.4,18.5,82
"203","DC 2",11,2003,1414.2770996,7.3890004,19.8310013,13.6090002,3.2540002,17.3630009,11,127.6259995,1.89,10.9910002,6.4400005,0.793,6.4679999,1311,6.4,25.7,14.6,798,130,1.7,13.3,7.5,0
"204","DC 2",12,2003,1414.2770996,7.3890004,19.8310013,13.6090002,3.2540002,17.3630009,12,485.7789917,1.7,8.4280005,5.0640001,0.527,4.039,1311,6.4,25.7,14.6,798,418,1.8,11,6.4,0
"205","DC 2",1,2004,1287.4720459,7.2070003,19.9410019,13.5730009,3.5330002,18.4080009,1,182.7839966,7.2070003,19.9410019,13.5730009,3.5330002,18.4080009,1209,6.2,24,14.5,892,154,0.7,11.6,6.2,0
"206","DC 2",2,2004,1287.4720459,7.2070003,19.9410019,13.5730009,3.5330002,18.4080009,2,347.8569946,1,9.901,5.4500003,0.696,NA,1209,6.2,24,14.5,892,357,1.1,11.6,6.3,0
"207","DC 2",3,2004,1287.4720459,7.2070003,19.9410019,13.5730009,3.5330002,18.4080009,3,59.1879997,5.4860001,19.6949997,12.5900002,2.4519999,NA,1209,6.2,24,14.5,892,51,5.9,20.7,13.3,39
"208","DC 2",4,2004,1287.4720459,7.2070003,19.9410019,13.5730009,3.5330002,18.4080009,4,34.5229988,5.71,19.3840008,12.5470009,2.6459999,NA,1209,6.2,24,14.5,892,25,6.2,20.7,13.5,84
"209","DC 2",5,2004,1287.4720459,7.2070003,19.9410019,13.5730009,3.5330002,18.4080009,5,23.6709995,7.7930002,22.1310005,14.9620008,2.4159999,NA,1209,6.2,24,14.5,892,19,8,23.5,15.8,123
"210","DC 2",6,2004,1287.4720459,7.2070003,19.9410019,13.5730009,3.5330002,18.4080009,6,4.4489999,12.6669998,27.4669991,20.0660019,4.9840002,NA,1209,6.2,24,14.5,892,2,12.1,29.1,20.6,171
"211","DC 2",7,2004,1287.4720459,7.2070003,19.9410019,13.5730009,3.5330002,18.4080009,7,2.3069999,15.2469997,30.8729992,23.0590019,7.1009998,NA,1209,6.2,24,14.5,892,1,15.3,32.7,24,191
"212","DC 2",8,2004,1287.4720459,7.2070003,19.9410019,13.5730009,3.5330002,18.4080009,8,0,14.8219995,30.4549999,22.6380005,8.1920004,NA,1209,6.2,24,14.5,892,1,14.9,32.4,23.6,170
"213","DC 2",9,2004,1287.4720459,7.2070003,19.9410019,13.5730009,3.5330002,18.4080009,9,8.9560003,11.6619997,27.4169998,19.5390015,7.381,NA,1209,6.2,24,14.5,892,13,11.7,29.4,20.6,114
"214","DC 2",10,2004,1287.4720459,7.2070003,19.9410019,13.5730009,3.5330002,18.4080009,10,206.8249969,7.5409999,19.0170002,13.2780008,3.4189999,NA,1209,6.2,24,14.5,892,181,6.8,21,13.9,0
"215","DC 2",11,2004,1287.4720459,7.2070003,19.9410019,13.5730009,3.5330002,18.4080009,11,104.5139999,2.279,12.7609997,7.5190005,0.814,NA,1209,6.2,24,14.5,892,105,2.7,15.2,8.9,0
"216","DC 2",12,2004,1287.4720459,7.2070003,19.9410019,13.5730009,3.5330002,18.4080009,12,312.3989868,1.841,10.7089996,6.2740002,1.727,NA,1209,6.2,24,14.5,892,298,2,13.2,7.6,0
"217","DC 2",1,2005,2091.2001953,7.2560005,19.3070011,13.2810011,2.8230002,16.6130009,1,269.4570007,7.2560005,19.3070011,13.2810011,2.8230002,16.6130009,1635,6.9,25.8,14.3,626,246,1.9,11.9,6.9,0
"218","DC 2",2,2005,2091.2001953,7.2560005,19.3070011,13.2810011,2.8230002,16.6130009,2,152.3159943,3.3800001,12.4020004,7.8910003,1.28,7.3010001,1635,6.9,25.8,14.3,626,145,3.3,14.2,8.8,0
"219","DC 2",3,2005,2091.2001953,7.2560005,19.3070011,13.2810011,2.8230002,16.6130009,3,327.2799988,3.3110001,15.052,9.1810007,1.615,10.908,1635,6.9,25.8,14.3,626,261,3.9,16.5,10.2,0
"220","DC 2",4,2005,2091.2001953,7.2560005,19.3070011,13.2810011,2.8230002,16.6130009,4,108.9339981,3.0109999,15.6309996,9.3200006,1.007,10.9099998,1635,6.9,25.8,14.3,626,93,3.8,17.6,10.7,4
"221","DC 2",5,2005,2091.2001953,7.2560005,19.3070011,13.2810011,2.8230002,16.6130009,5,233.6360016,8.0120001,19.5839996,13.7970009,1.674,13.6269999,1635,6.9,25.8,14.3,626,140,8.2,21.1,14.7,0
"222","DC 2",6,2005,2091.2001953,7.2560005,19.3070011,13.2810011,2.8230002,16.6130009,6,56.362999,9.3929996,23.559,16.4750004,2.0150001,19.0970001,1635,6.9,25.8,14.3,626,49,9.6,24.6,17.1,99
"223","DC 2",7,2005,2091.2001953,7.2560005,19.3070011,13.2810011,2.8230002,16.6130009,7,0,16.927,32.3919983,24.6590004,6.5929999,35.1549988,1635,6.9,25.8,14.3,626,1,17,34.5,25.8,200
"224","DC 2",8,2005,2091.2001953,7.2560005,19.3070011,13.2810011,2.8230002,16.6130009,8,0,15.5220003,31.6060009,23.5640011,8.7410002,37.3380013,1635,6.9,25.8,14.3,626,2,15.8,33.6,24.7,176
"225","DC 2",9,2005,2091.2001953,7.2560005,19.3070011,13.2810011,2.8230002,16.6130009,9,16.3630009,10.4169998,25.5410004,17.9780006,4.98,25.1609993,1635,6.9,25.8,14.3,626,16,10.6,27.5,19.1,104
"226","DC 2",10,2005,2091.2001953,7.2560005,19.3070011,13.2810011,2.8230002,16.6130009,10,35.2010002,7.7220001,20.6760006,14.1990004,2.6289999,16.6009998,1635,6.9,25.8,14.3,626,37,7.4,22.9,15.2,43
"227","DC 2",11,2005,2091.2001953,7.2560005,19.3070011,13.2810011,2.8230002,16.6130009,11,128.1119995,5.198,15.0080004,10.1020002,2.0050001,12.9759998,1635,6.9,25.8,14.3,626,140,4.7,17.6,11.2,0
"228","DC 2",12,2005,2091.2001953,7.2560005,19.3070011,13.2810011,2.8230002,16.6130009,12,763.5390015,2.688,10.3719997,6.5290003,0.5,4.6389999,1635,6.9,25.8,14.3,626,507,3,12.8,7.9,0
"229","DC 2",1,2006,1770.81604,7.0840001,19.210001,13.1460009,3.4690001,17.6170006,1,290.4670105,7.0840001,19.210001,13.1460009,3.4690001,17.6170006,1521,5.2,25.8,14.2,842,240,2,11.8,6.9,0
"230","DC 2",2,2006,1770.81604,7.0840001,19.210001,13.1460009,3.4690001,17.6170006,2,196.5330048,1.3,13.2010002,7.2500005,1.622,10.085,1521,5.2,25.8,14.2,842,217,1.8,15.2,8.5,0
"231","DC 2",3,2006,1770.81604,7.0840001,19.210001,13.1460009,3.4690001,17.6170006,3,438.2619934,-0.232,7.9910002,3.8800001,0.32,4.8179998,1521,5.2,25.8,14.2,842,385,0.3,10,5.2,0
"232","DC 2",4,2006,1770.81604,7.0840001,19.210001,13.1460009,3.4690001,17.6170006,4,377.3059998,4.29,14.1660004,9.2270002,0.732,8.4449997,1521,5.2,25.8,14.2,842,292,5.1,16.1,10.6,0
"233","DC 2",5,2006,1770.81604,7.0840001,19.210001,13.1460009,3.4690001,17.6170006,5,45.9459991,9.4429998,23.125,16.2830009,3.039,19.743,1521,5.2,25.8,14.2,842,36,9.3,24.4,16.9,109
"234","DC 2",6,2006,1770.81604,7.0840001,19.210001,13.1460009,3.4690001,17.6170006,6,0,13.5559998,28.3589993,20.9560013,5.013,27.9489994,1521,5.2,25.8,14.2,842,3,13.6,30,21.8,173
"235","DC 2",7,2006,1770.81604,7.0840001,19.210001,13.1460009,3.4690001,17.6170006,7,0,16.8099995,32.8440018,24.8260021,9.3269997,39.9609985,1521,5.2,25.8,14.2,842,1,17.2,34.4,25.8,198
