"","Site_code","Month","WY","ppt_pM","tmax_pM","tmin_pM","tavg_pM","vpdmin_pM","vpdmax_pM","tmax_cM","tmin_cM","tavg_cM","ppt_cM","cmd_cM","ppt_pA","tmax_pA","tmin_pA","tavg_pA","vpdmin_pA","vpdmax_pA","ppt_cA","tmax_cA","tmin_cA","tavg_cA","cmd_cA"
"99","DC 1",12,2011,586.5640259,8.5970001,1.7960001,5.1960001,0.504,4.3070002,9,1.6,5.3,518,0,200.592333633333,17.8199168083333,6.31825015833333,12.068667225,3.25949995,16.2302499333333,212.666666666667,18.4,5.76666666666667,12.1,38.5
"100","DC 1",1,2011,75.6480026,12.4510002,1.4490001,6.9500003,1.9859999,10.0550003,12,1,6.5,151,0,200.592333633333,17.8199168083333,6.31825015833333,12.068667225,3.25949995,16.2302499333333,212.666666666667,18.4,5.76666666666667,12.1,38.5
"101","DC 1",2,2011,267.9219971,9.1149998,-1.205,3.9540002,1.4960001,7.7249999,10,-1.1,4.5,365,0,200.592333633333,17.8199168083333,6.31825015833333,12.068667225,3.25949995,16.2302499333333,212.666666666667,18.4,5.76666666666667,12.1,38.5
"102","DC 1",3,2011,611.7839966,8.4359999,0.744,4.5890002,0.465,5.1680002,10.6,1.6,6.1,597,0,200.592333633333,17.8199168083333,6.31825015833333,12.068667225,3.25949995,16.2302499333333,212.666666666667,18.4,5.76666666666667,12.1,38.5
"103","DC 1",4,2011,109.5049973,14.1260004,2.082,8.1040001,0.93,10.0900002,15,2.6,8.8,142,0,200.592333633333,17.8199168083333,6.31825015833333,12.068667225,3.25949995,16.2302499333333,212.666666666667,18.4,5.76666666666667,12.1,38.5
"104","DC 1",5,2011,111.8040009,16.6030006,4.6350002,10.6190004,2.164,13.0979996,17.6,4.5,11.1,145,0,200.592333633333,17.8199168083333,6.31825015833333,12.068667225,3.25949995,16.2302499333333,212.666666666667,18.4,5.76666666666667,12.1,38.5
"105","DC 1",6,2011,81.7409973,22.9080009,10.3590002,16.6330013,3.813,19.4669991,23.3,9.2,16.3,109,31,200.592333633333,17.8199168083333,6.31825015833333,12.068667225,3.25949995,16.2302499333333,212.666666666667,18.4,5.76666666666667,12.1,38.5
"106","DC 1",7,2011,0,28.4330006,13.8640003,21.1480007,5.4569998,28.7189999,29,13.2,21.1,1,169,200.592333633333,17.8199168083333,6.31825015833333,12.068667225,3.25949995,16.2302499333333,212.666666666667,18.4,5.76666666666667,12.1,38.5
"107","DC 1",8,2011,0,30.2950001,15.3760004,22.835001,8.684,34.9529991,30.6,13.4,22,1,163,200.592333633333,17.8199168083333,6.31825015833333,12.068667225,3.25949995,16.2302499333333,212.666666666667,18.4,5.76666666666667,12.1,38.5
"108","DC 1",9,2011,0.517,29.7929993,14.6120005,22.2020016,8.3719997,34.6860008,30,13.2,21.6,28,99,200.592333633333,17.8199168083333,6.31825015833333,12.068667225,3.25949995,16.2302499333333,212.666666666667,18.4,5.76666666666667,12.1,38.5
"109","DC 1",10,2012,133.7100067,20.9939995,8.4440002,14.7180004,3.013,17.0559998,21.1,7.2,14.1,206,0,119.981769741667,19.6804166666667,7.39658376666667,13.5381674083333,4.77791664166667,19.6508331666667,138.75,20.2083333333333,6.375,13.2833333333333,57.8333333333333
"110","DC 1",11,2012,90.8769989,12.1400003,3.6210003,7.8800006,1.6849999,8.599,12.9,1.7,7.3,136,0,119.981769741667,19.6804166666667,7.39658376666667,13.5381674083333,4.77791664166667,19.6508331666667,138.75,20.2083333333333,6.375,13.2833333333333,57.8333333333333
"111","DC 1",12,2012,7.3499999,12.1350002,1.5550001,6.8450003,3.1530001,10.7089996,12.1,0.4,6.2,21,10,119.981769741667,19.6804166666667,7.39658376666667,13.5381674083333,4.77791664166667,19.6508331666667,138.75,20.2083333333333,6.375,13.2833333333333,57.8333333333333
"112","DC 1",1,2012,240.2640076,12.7980003,2.8840001,7.8410006,3.2079999,10.9759998,12.9,1.3,7.1,281,0,119.981769741667,19.6804166666667,7.39658376666667,13.5381674083333,4.77791664166667,19.6508331666667,138.75,20.2083333333333,6.375,13.2833333333333,57.8333333333333
"113","DC 1",2,2012,79.9349976,11.6660004,1.0780001,6.3720002,1.585,9.1160002,12.3,0.4,6.3,167,0,119.981769741667,19.6804166666667,7.39658376666667,13.5381674083333,4.77791664166667,19.6508331666667,138.75,20.2083333333333,6.375,13.2833333333333,57.8333333333333
"114","DC 1",3,2012,543.8220215,9.9820004,1.396,5.6890001,0.889,6.3049998,11.4,1.9,6.7,519,0,119.981769741667,19.6804166666667,7.39658376666667,13.5381674083333,4.77791664166667,19.6508331666667,138.75,20.2083333333333,6.375,13.2833333333333,57.8333333333333
"115","DC 1",4,2012,264.4620056,16.0410004,4.1720004,10.1060009,1.858,12.3730001,17.1,4.2,10.7,236,0,119.981769741667,19.6804166666667,7.39658376666667,13.5381674083333,4.77791664166667,19.6508331666667,138.75,20.2083333333333,6.375,13.2833333333333,57.8333333333333
"116","DC 1",5,2012,19.537199,22.3829994,8.2690001,15.3250008,4.8039999,22.0009995,23,7.7,15.3,33,107,119.981769741667,19.6804166666667,7.39658376666667,13.5381674083333,4.77791664166667,19.6508331666667,138.75,20.2083333333333,6.375,13.2833333333333,57.8333333333333
"117","DC 1",6,2012,57.0760002,25.3610001,11.6020002,18.4810009,6.6209998,26.1529999,26.1,10.2,18.2,48,110,119.981769741667,19.6804166666667,7.39658376666667,13.5381674083333,4.77791664166667,19.6508331666667,138.75,20.2083333333333,6.375,13.2833333333333,57.8333333333333
"118","DC 1",7,2012,2.6229999,29.7420006,14.578001,22.1600018,9.2880001,33.9980011,30.3,13.4,21.8,5,175,119.981769741667,19.6804166666667,7.39658376666667,13.5381674083333,4.77791664166667,19.6508331666667,138.75,20.2083333333333,6.375,13.2833333333333,57.8333333333333
"119","DC 1",8,2012,0.125,32.8639984,16.5040016,24.6840019,11.6199999,43.2579994,32.9,15,23.9,7,168,119.981769741667,19.6804166666667,7.39658376666667,13.5381674083333,4.77791664166667,19.6508331666667,138.75,20.2083333333333,6.375,13.2833333333333,57.8333333333333
"120","DC 1",9,2012,0,30.059,14.6560011,22.3570004,9.6110001,35.2659988,30.4,13.1,21.8,6,124,119.981769741667,19.6804166666667,7.39658376666667,13.5381674083333,4.77791664166667,19.6508331666667,138.75,20.2083333333333,6.375,13.2833333333333,57.8333333333333
"121","DC 1",10,2013,107.7350006,21.5550003,8.7410002,15.1480007,5.0250001,20.5949993,21.9,7.6,14.7,108,0,123.485670733333,19.61775005,7.51450031666667,13.56583405,4.523416675,18.6832497916667,119.666666666667,20.1916666666667,6.55833333333333,13.375,52.3333333333333
"122","DC 1",11,2013,368.3989868,14.3009996,5.5000005,9.9000006,2.5580001,10.2030001,14.9,4.4,9.7,361,0,123.485670733333,19.61775005,7.51450031666667,13.56583405,4.523416675,18.6832497916667,119.666666666667,20.1916666666667,6.55833333333333,13.375,52.3333333333333
"123","DC 1",12,2013,598.302063,7.619,0.899,4.2590003,0.911,4.9029999,8,-0.2,3.9,488,0,123.485670733333,19.61775005,7.51450031666667,13.56583405,4.523416675,18.6832497916667,119.666666666667,20.1916666666667,6.55833333333333,13.375,52.3333333333333
"124","DC 1",1,2013,39.8989983,11.2860003,-0.582,5.3520002,1.8559999,9.3879995,10.7,-1,4.8,63,0,123.485670733333,19.61775005,7.51450031666667,13.56583405,4.523416675,18.6832497916667,119.666666666667,20.1916666666667,6.55833333333333,13.375,52.3333333333333
"125","DC 1",2,2013,29.4179993,12.1850004,0.344,6.2640004,2.3139999,10.4750004,12.7,-0.4,6.1,65,0,123.485670733333,19.61775005,7.51450031666667,13.56583405,4.523416675,18.6832497916667,119.666666666667,20.1916666666667,6.55833333333333,13.375,52.3333333333333
"126","DC 1",3,2013,119.9729996,15.5609999,4.046,9.8030005,2.3559999,12.3500004,16.6,3.6,10.1,120,0,123.485670733333,19.61775005,7.51450031666667,13.56583405,4.523416675,18.6832497916667,119.666666666667,20.1916666666667,6.55833333333333,13.375,52.3333333333333
"127","DC 1",4,2013,56.0079994,19.1550007,6.0660005,12.6100006,3.9200001,17.4559994,19.9,5.4,12.7,77,29,123.485670733333,19.61775005,7.51450031666667,13.56583405,4.523416675,18.6832497916667,119.666666666667,20.1916666666667,6.55833333333333,13.375,52.3333333333333
"128","DC 1",5,2013,36.0429993,21.6660004,9.2810001,15.4730005,4.6729999,19.8099995,22.4,7.9,15.2,44,91,123.485670733333,19.61775005,7.51450031666667,13.56583405,4.523416675,18.6832497916667,119.666666666667,20.1916666666667,6.55833333333333,13.375,52.3333333333333
"129","DC 1",6,2013,69.6910019,26.5499992,12.5710011,19.5600014,4.8860002,26.0249996,27.7,11.9,19.8,46,117,123.485670733333,19.61775005,7.51450031666667,13.56583405,4.523416675,18.6832497916667,119.666666666667,20.1916666666667,6.55833333333333,13.375,52.3333333333333
"130","DC 1",7,2013,0,31.5879993,17.1730003,24.3800011,12.0010004,36.7809982,32.2,15.5,23.9,1,187,123.485670733333,19.61775005,7.51450031666667,13.56583405,4.523416675,18.6832497916667,119.666666666667,20.1916666666667,6.55833333333333,13.375,52.3333333333333
"131","DC 1",8,2013,0,29.0510006,14.387001,21.7190018,8.0889997,32.3110008,29.7,13.3,21.5,3,155,123.485670733333,19.61775005,7.51450031666667,13.56583405,4.523416675,18.6832497916667,119.666666666667,20.1916666666667,6.55833333333333,13.375,52.3333333333333
"132","DC 1",9,2013,56.3600006,24.8959999,11.7480001,18.3220005,5.6919999,23.9020004,25.6,10.7,18.1,60,49,123.485670733333,19.61775005,7.51450031666667,13.56583405,4.523416675,18.6832497916667,119.666666666667,20.1916666666667,6.55833333333333,13.375,52.3333333333333
"133","DC 1",10,2014,20.1229992,20.698,7.5520005,14.125001,5.3390002,19.7320004,21.2,5.6,13.4,24,52,88.0533338916667,20.4911665916667,8.62433355,14.5574172416667,5.47274994166667,19.9159167666667,89.9166666666667,21.2416666666667,7.10833333333333,14.1833333333333,60.0833333333333
"134","DC 1",11,2014,50.3050003,15.7069998,6.0540004,10.8800001,4.0929999,12.7019997,16.8,3.8,10.3,43,1,88.0533338916667,20.4911665916667,8.62433355,14.5574172416667,5.47274994166667,19.9159167666667,89.9166666666667,21.2416666666667,7.10833333333333,14.1833333333333,60.0833333333333
"135","DC 1",12,2014,44.1949997,12.3380003,-0.141,6.0980005,3.1860001,11.2010002,12.4,-0.8,5.8,30,3,88.0533338916667,20.4911665916667,8.62433355,14.5574172416667,5.47274994166667,19.9159167666667,89.9166666666667,21.2416666666667,7.10833333333333,14.1833333333333,60.0833333333333
"136","DC 1",1,2014,54.4620018,16.2059994,5.098,10.651001,5.3179998,14.5220003,16.1,3.3,9.7,62,0,88.0533338916667,20.4911665916667,8.62433355,14.5574172416667,5.47274994166667,19.9159167666667,89.9166666666667,21.2416666666667,7.10833333333333,14.1833333333333,60.0833333333333
"137","DC 1",2,2014,420.9179993,11.1859999,2.8640001,7.0240002,1.161,7.493,12.3,2.6,7.5,415,0,88.0533338916667,20.4911665916667,8.62433355,14.5574172416667,5.47274994166667,19.9159167666667,89.9166666666667,21.2416666666667,7.10833333333333,14.1833333333333,60.0833333333333
"138","DC 1",3,2014,283.3160095,14.3909998,4.5870004,9.4890003,2.4059999,10.7980003,15.3,3.8,9.6,272,0,88.0533338916667,20.4911665916667,8.62433355,14.5574172416667,5.47274994166667,19.9159167666667,89.9166666666667,21.2416666666667,7.10833333333333,14.1833333333333,60.0833333333333
"139","DC 1",4,2014,111.586998,17.7490005,5.4070001,11.578001,2.7079999,14.7559996,19,4.7,11.9,127,0,88.0533338916667,20.4911665916667,8.62433355,14.5574172416667,5.47274994166667,19.9159167666667,89.9166666666667,21.2416666666667,7.10833333333333,14.1833333333333,60.0833333333333
"140","DC 1",5,2014,28.0720005,22.3390007,9.5710001,15.9550009,5.0650001,21.1690006,23.2,8,15.6,39,102,88.0533338916667,20.4911665916667,8.62433355,14.5574172416667,5.47274994166667,19.9159167666667,89.9166666666667,21.2416666666667,7.10833333333333,14.1833333333333,60.0833333333333
"141","DC 1",6,2014,0,27.2390003,13.9110003,20.5750008,8.7939997,29.5639992,28.3,11.4,19.9,3,166,88.0533338916667,20.4911665916667,8.62433355,14.5574172416667,5.47274994166667,19.9159167666667,89.9166666666667,21.2416666666667,7.10833333333333,14.1833333333333,60.0833333333333
"142","DC 1",7,2014,0.791,31.5289993,18.2420006,24.8850002,10.7869997,36.3740005,32.5,16.2,24.3,3,185,88.0533338916667,20.4911665916667,8.62433355,14.5574172416667,5.47274994166667,19.9159167666667,89.9166666666667,21.2416666666667,7.10833333333333,14.1833333333333,60.0833333333333
"143","DC 1",8,2014,9.118,29.2479992,17.0209999,23.1340008,9.599,31.698,29.7,14.5,22.1,15,139,88.0533338916667,20.4911665916667,8.62433355,14.5574172416667,5.47274994166667,19.9159167666667,89.9166666666667,21.2416666666667,7.10833333333333,14.1833333333333,60.0833333333333
"144","DC 1",9,2014,33.7529984,27.2639999,13.3260002,20.2950001,7.217,28.9820004,28.1,12.2,20.1,46,73,88.0533338916667,20.4911665916667,8.62433355,14.5574172416667,5.47274994166667,19.9159167666667,89.9166666666667,21.2416666666667,7.10833333333333,14.1833333333333,60.0833333333333
"145","DC 1",10,2015,65.0650024,22.4950008,10.7790003,16.637001,6.145,21.1490002,23,8.4,15.7,72,6,88.6573328833333,20.7789165833333,9.19241705,14.9853342333333,5.0998334,19.556333425,95.1666666666667,21.4,7.825,14.6083333333333,67
"146","DC 1",11,2015,169.0939941,14.7049999,5.5920005,10.1480007,2.4360001,10.2700005,15.4,4,9.7,193,0,88.6573328833333,20.7789165833333,9.19241705,14.9853342333333,5.0998334,19.556333425,95.1666666666667,21.4,7.825,14.6083333333333,67
"147","DC 1",12,2015,440.7030029,8.9329996,3.1780002,6.0550003,0.568,4.164,9.7,2.4,6.1,463,0,88.6573328833333,20.7789165833333,9.19241705,14.9853342333333,5.0998334,19.556333425,95.1666666666667,21.4,7.825,14.6083333333333,67
"148","DC 1",1,2015,1.6849999,15.007,4.6470003,9.8270006,3.1040001,11.875,14.9,3.3,9.1,0,39,88.6573328833333,20.7789165833333,9.19241705,14.9853342333333,5.0998334,19.556333425,95.1666666666667,21.4,7.825,14.6083333333333,67
"149","DC 1",2,2015,202.3289948,16.1949997,5.4280005,10.8110008,2.6370001,12.309,16.3,4.6,10.4,206,0,88.6573328833333,20.7789165833333,9.19241705,14.9853342333333,5.0998334,19.556333425,95.1666666666667,21.4,7.825,14.6083333333333,67
"150","DC 1",3,2015,31.0410004,18.198,5.5340004,11.8660002,2.763,14.5979996,19,5.3,12.1,24,60,88.6573328833333,20.7789165833333,9.19241705,14.9853342333333,5.0998334,19.556333425,95.1666666666667,21.4,7.825,14.6083333333333,67
"151","DC 1",4,2015,103.4290009,17.6369991,4.9480004,11.2920008,2.733,14.533,18.6,4.3,11.5,124,0,88.6573328833333,20.7789165833333,9.19241705,14.9853342333333,5.0998334,19.556333425,95.1666666666667,21.4,7.825,14.6083333333333,67
"152","DC 1",5,2015,32.0289993,20.0349998,8.1450005,14.0900011,2.839,15.6899996,21,7.3,14.1,20,108,88.6573328833333,20.7789165833333,9.19241705,14.9853342333333,5.0998334,19.556333425,95.1666666666667,21.4,7.825,14.6083333333333,67
"153","DC 1",6,2015,12.9709997,28.8150005,14.769001,21.7920017,9.3559999,31.493,29.8,13.4,21.6,20,155,88.6573328833333,20.7789165833333,9.19241705,14.9853342333333,5.0998334,19.556333425,95.1666666666667,21.4,7.825,14.6083333333333,67
"154","DC 1",7,2015,0.666,29.4699993,16.5450001,23.0070019,8.5290003,31.4360008,29.8,14.7,22.2,7,165,88.6573328833333,20.7789165833333,9.19241705,14.9853342333333,5.0998334,19.556333425,95.1666666666667,21.4,7.825,14.6083333333333,67
"155","DC 1",8,2015,2.4560001,30.1009998,16.5310001,23.3150005,10.191,35.1010017,30.9,13.9,22.4,2,162,88.6573328833333,20.7789165833333,9.19241705,14.9853342333333,5.0998334,19.556333425,95.1666666666667,21.4,7.825,14.6083333333333,67
"156","DC 1",9,2015,2.4200001,27.7560005,14.2130003,20.9840012,9.8970003,32.0579987,28.4,12.3,20.4,11,109,88.6573328833333,20.7789165833333,9.19241705,14.9853342333333,5.0998334,19.556333425,95.1666666666667,21.4,7.825,14.6083333333333,67
"157","DC 1",10,2016,37.6479988,22.9960003,11.5220003,17.2590008,5.3179998,20.6809998,23.8,9.5,16.6,61,19,149.066584558333,19.4738333583333,7.804833575,13.6388339333333,4.811249875,18.6167497583333,148.166666666667,20.2,6.84166666666667,13.5166666666667,60.5
"158","DC 1",11,2016,145.0460052,11.9969997,2.447,7.2210002,1.9299999,8.7089996,12.4,0.8,6.6,182,0,149.066584558333,19.4738333583333,7.804833575,13.6388339333333,4.811249875,18.6167497583333,148.166666666667,20.2,6.84166666666667,13.5166666666667,60.5
"159","DC 1",12,2016,401.6459961,7.0770001,-0.532,3.2720001,0.582,4.2690001,7.9,-0.5,3.7,342,0,149.066584558333,19.4738333583333,7.804833575,13.6388339333333,4.811249875,18.6167497583333,148.166666666667,20.2,6.84166666666667,13.5166666666667,60.5
"160","DC 1",1,2016,490.302002,8.6859999,1.378,5.0310001,0.559,4.9219999,9.2,1.3,5.2,418,0,149.066584558333,19.4738333583333,7.804833575,13.6388339333333,4.811249875,18.6167497583333,148.166666666667,20.2,6.84166666666667,13.5166666666667,60.5
"161","DC 1",2,2016,64.4960022,15.5159998,3.3420002,9.4290009,2.802,13.1020002,15.8,3.2,9.5,113,0,149.066584558333,19.4738333583333,7.804833575,13.6388339333333,4.811249875,18.6167497583333,148.166666666667,20.2,6.84166666666667,13.5166666666667,60.5
"162","DC 1",3,2016,497.0450134,13.1339998,3.1440001,8.1380005,0.949,8.3360004,13.9,3.4,8.7,478,0,149.066584558333,19.4738333583333,7.804833575,13.6388339333333,4.811249875,18.6167497583333,148.166666666667,20.2,6.84166666666667,13.5166666666667,60.5
"163","DC 1",4,2016,87.3079987,18.2539997,6.2740002,12.2630005,2.5090001,14.1820002,19,5.6,12.3,120,0,149.066584558333,19.4738333583333,7.804833575,13.6388339333333,4.811249875,18.6167497583333,148.166666666667,20.2,6.84166666666667,13.5166666666667,60.5
"164","DC 1",5,2016,60.8639984,20.1560001,8.7600002,14.4580011,3.1429999,15.7700005,21.4,7.9,14.6,57,71,149.066584558333,19.4738333583333,7.804833575,13.6388339333333,4.811249875,18.6167497583333,148.166666666667,20.2,6.84166666666667,13.5166666666667,60.5
"165","DC 1",6,2016,3.6489999,27.4330006,14.2460003,20.8390007,8.3389997,29.5709991,28.5,12,20.3,4,166,149.066584558333,19.4738333583333,7.804833575,13.6388339333333,4.811249875,18.6167497583333,148.166666666667,20.2,6.84166666666667,13.5166666666667,60.5
"166","DC 1",7,2016,0,30.3570004,14.960001,22.6580009,11.6029997,36.598999,31.1,14,22.5,1,183,149.066584558333,19.4738333583333,7.804833575,13.6388339333333,4.811249875,18.6167497583333,148.166666666667,20.2,6.84166666666667,13.5166666666667,60.5
"167","DC 1",8,2016,0,30.8129997,15.8970003,23.3550014,12.3409996,37.2869987,31.6,13.9,22.8,1,168,149.066584558333,19.4738333583333,7.804833575,13.6388339333333,4.811249875,18.6167497583333,148.166666666667,20.2,6.84166666666667,13.5166666666667,60.5
"168","DC 1",9,2016,0.795,27.2670002,12.2200003,19.743,7.6599998,29.9729996,27.8,11,19.4,1,119,149.066584558333,19.4738333583333,7.804833575,13.6388339333333,4.811249875,18.6167497583333,148.166666666667,20.2,6.84166666666667,13.5166666666667,60.5
"169","DC 1",10,2017,383.4599915,17.8999996,7.7760005,12.8380003,2.6719999,13.4049997,18.5,7.1,12.8,354,0,253.956495208333,18.8403332583333,7.80250045833333,13.3210837333333,3.81458324166667,17.2373333666667,258.416666666667,19.5,6.94166666666667,13.2416666666667,58.1666666666667
"170","DC 1",11,2017,202.9019928,14.2040005,4.9810004,9.592,1.892,9.8540001,14.9,3.9,9.4,186,0,253.956495208333,18.8403332583333,7.80250045833333,13.3210837333333,3.81458324166667,17.2373333666667,258.416666666667,19.5,6.94166666666667,13.2416666666667,58.1666666666667
"171","DC 1",12,2017,383.5799866,9.5010004,0.777,5.1390004,1.3150001,6.402,9.8,0.2,5,360,0,253.956495208333,18.8403332583333,7.80250045833333,13.3210837333333,3.81458324166667,17.2373333666667,258.416666666667,19.5,6.94166666666667,13.2416666666667,58.1666666666667
"172","DC 1",1,2017,827.0499878,7.1760001,0.032,3.6040001,0.782,4.5349998,8,-0.3,3.9,771,0,253.956495208333,18.8403332583333,7.80250045833333,13.3210837333333,3.81458324166667,17.2373333666667,258.416666666667,19.5,6.94166666666667,13.2416666666667,58.1666666666667
"173","DC 1",2,2017,720.09198,9.059,2.358,5.7080002,0.895,4.6069999,9.7,1.9,5.8,796,0,253.956495208333,18.8403332583333,7.80250045833333,13.3210837333333,3.81458324166667,17.2373333666667,258.416666666667,19.5,6.94166666666667,13.2416666666667,58.1666666666667
"174","DC 1",3,2017,193.5149994,13.7139997,3.6380002,8.6750002,1.4529999,9.5349998,15.2,3.2,9.2,248,0,253.956495208333,18.8403332583333,7.80250045833333,13.3210837333333,3.81458324166667,17.2373333666667,258.416666666667,19.5,6.94166666666667,13.2416666666667,58.1666666666667
"175","DC 1",4,2017,295.6860046,14.257,3.8810003,9.0690002,1.7869999,10.0190001,15.5,3.8,9.7,309,0,253.956495208333,18.8403332583333,7.80250045833333,13.3210837333333,3.81458324166667,17.2373333666667,258.416666666667,19.5,6.94166666666667,13.2416666666667,58.1666666666667
